shape_id,block_ids,trip_ids
210002,"[352338, 352339, 352341, 352337, 352336, 352340, 352459, 352342]","[3432648, 3432650, 3432651, 3432652, 3432653, 3432654, 3432655, 3432656, 3432657, 3432658, 3432659, 3432660, 3432674, 3432677, 3432678, 3432680, 3432681, 3432682, 3432683, 3432684, 3432695, 3432696, 3432697, 3432698, 3432699, 3432700]"
210004,[352337],[3432673]
220002,"[352296, 352298, 352286, 352299, 352301, 352436, 353668, 352304]","[3432577, 3432578, 3432579, 3432580, 3432581, 3432582, 3432583, 3432584, 3432585, 3432586, 3432587, 3432588, 3432589, 3432590, 3432591, 3432592, 3432593, 3432594, 3432595, 3432596, 3432597, 3432598, 3432599, 3432600, 3432601, 3432602, 3432603, 3432604, 3432605, 3432606, 3432607, 3432608, 3432609, 3432644, 3432645]"
220003,"[352436, 352296, 352298, 352286, 352299, 352301, 353668, 352304]","[3432610, 3432611, 3432612, 3432613, 3432614, 3432615, 3432616, 3432617, 3432618, 3432619, 3432620, 3432621, 3432622, 3432623, 3432624, 3432625, 3432626, 3432627, 3432628, 3432629, 3432630, 3432631, 3432632, 3432633, 3432634, 3432635, 3432636, 3432637, 3432638, 3432639, 3432640, 3432641, 3432642, 3432643, 3432646]"
230003,"[352463, 352462]","[3432509, 3432510, 3432511, 3432512, 3432513, 3432514, 3432515, 3432516, 3432517, 3432518, 3432519, 3432520, 3432521, 3432522, 3432523, 3432524, 3432525, 3432526, 3432527, 3432528, 3432529, 3432530, 3432531, 3432532, 3432533, 3432534, 3432535, 3432536, 3432537, 3432538, 3432539, 3432540, 3432541, 3432576]"
230004,"[352463, 352462]","[3432542, 3432543, 3432544, 3432545, 3432546, 3432547, 3432548, 3432549, 3432550, 3432551, 3432552, 3432553, 3432554, 3432555, 3432556, 3432557, 3432558, 3432559, 3432560, 3432561, 3432562, 3432563, 3432564, 3432565, 3432566, 3432567, 3432568, 3432569, 3432570, 3432571, 3432572, 3432573, 3432574, 3432575]"
260002,"[352304, 352299, 352286, 352298, 352296, 353668, 352301, 352436, 352463]","[3432481, 3432482, 3432483, 3432484, 3432485, 3432486, 3432487, 3432488, 3432489, 3432490, 3432491, 3432492, 3432506, 3432508]"
260001,"[352296, 352298, 352286, 352299, 352301, 352304, 353668, 352436, 352463]","[3432493, 3432494, 3432495, 3432496, 3432497, 3432498, 3432499, 3432500, 3432501, 3432502, 3432503, 3432504, 3432505, 3432507]"
270003,"[352302, 352461, 352294]","[3432419, 3432420, 3432421, 3432422, 3432423, 3432424, 3432425, 3432426, 3432427, 3432428, 3432429, 3432430, 3432431, 3432432, 3432433, 3432434, 3432435, 3432436, 3432437, 3432438, 3432439, 3432440, 3432441, 3432442, 3432443, 3432444, 3432445, 3432446, 3432447, 3432448, 3432449]"
270004,"[352302, 352461, 352294]","[3432450, 3432451, 3432452, 3432453, 3432454, 3432455, 3432456, 3432457, 3432458, 3432459, 3432460, 3432461, 3432462, 3432463, 3432464, 3432465, 3432466, 3432467, 3432468, 3432469, 3432470, 3432471, 3432472, 3432473, 3432474, 3432475, 3432476, 3432477, 3432478, 3432479, 3432480]"
280004,"[352294, 352302, 352461]","[3432348, 3432349, 3432350, 3432351, 3432352, 3432353, 3432354, 3432355, 3432356, 3432357, 3432358, 3432359, 3432360, 3432361, 3432362, 3432363, 3432364, 3432365, 3432366, 3432367, 3432368, 3432369, 3432370, 3432371, 3432372, 3432373, 3432374, 3432375, 3432376, 3432377, 3432378, 3432379, 3432380, 3432381, 3432382, 3432418]"
280005,"[352294, 352302, 352461]","[3432383, 3432384, 3432385, 3432386, 3432387, 3432388, 3432389, 3432390, 3432391, 3432392, 3432393, 3432394, 3432395, 3432396, 3432397, 3432398, 3432399, 3432400, 3432401, 3432402, 3432403, 3432404, 3432405, 3432406, 3432407, 3432408, 3432409, 3432410, 3432411, 3432412, 3432413, 3432414, 3432415, 3432416, 3432417]"
290003,"[352438, 352432, 352439, 352433, 352435, 352303, 352285, 352437, 352434]","[3432274, 3432275, 3432276, 3432277, 3432278, 3432279, 3432280, 3432281, 3432282, 3432283, 3432284, 3432285, 3432286, 3432287, 3432288, 3432289, 3432290, 3432291, 3432292, 3432293, 3432294, 3432295, 3432296, 3432297, 3432298, 3432299, 3432300, 3432301, 3432302, 3432303, 3432304, 3432305, 3432306, 3432343, 3432344, 3432345, 3432346]"
290004,"[352437, 352435, 352433, 352434, 352432, 352439, 352285, 352303, 352438]","[3432307, 3432308, 3432309, 3432310, 3432311, 3432312, 3432313, 3432314, 3432315, 3432316, 3432317, 3432318, 3432319, 3432320, 3432321, 3432322, 3432323, 3432324, 3432325, 3432326, 3432327, 3432328, 3432329, 3432330, 3432331, 3432332, 3432333, 3432334, 3432335, 3432336, 3432337, 3432338, 3432339, 3432340, 3432341, 3432342]"
