shape_id,block_ids,trip_ids
310005,"[352764, 352759, 352760, 352762, 352766, 352761, 352763, 352765]","[3435030, 3435031, 3435032, 3435033, 3435034, 3435035, 3435036, 3435037, 3435038, 3435039, 3435040, 3435041, 3435042, 3435043, 3435044, 3435045, 3435046, 3435047, 3435048, 3435049, 3435050, 3435051, 3435052, 3435053, 3435054]"
310004,"[352760, 352763, 352765, 352764, 352759, 352762, 352766, 352761]","[3435055, 3435056, 3435057, 3435058, 3435059, 3435060, 3435061, 3435062, 3435063, 3435064, 3435065, 3435066, 3435067, 3435068, 3435069, 3435070, 3435071, 3435072, 3435073, 3435074, 3435075, 3435076, 3435077, 3435078, 3435079]"
330012,"[352757, 352758, 352756]","[3434908, 3434909, 3434910, 3434911, 3434912, 3434913, 3434914, 3434915, 3434916, 3434917, 3434918, 3434919, 3434920, 3434921, 3434922, 3434923, 3434924, 3434925, 3434926, 3434927, 3434928, 3434929, 3434930, 3434931, 3434932]"
330013,"[352756, 352757, 352758]","[3434933, 3434934, 3434935, 3434936, 3434937, 3434938, 3434939, 3434940, 3434941, 3434942, 3434943, 3434944, 3434945, 3434946, 3434947, 3434948, 3434949, 3434950, 3434951, 3434952, 3434953, 3434954, 3434955, 3434956, 3434957]"
360003,"[352705, 352741, 352742]","[3438253, 3438254, 3438255, 3438256, 3438257, 3438258, 3438259, 3438260, 3438261, 3438262, 3438263, 3438264, 3438265, 3438266, 3438267, 3438268, 3438269, 3438270, 3438271, 3438272, 3438273, 3438274, 3438275, 3438276]"
360013,"[352705, 352741, 352742]","[3481115, 3481116, 3481117, 3481118, 3481119, 3481120, 3481121, 3481122, 3481123, 3481124, 3481125, 3481126]"
360010,"[352705, 352741, 352742]","[3481127, 3481128, 3481129, 3481130, 3481131, 3481132, 3481133, 3481134, 3481135, 3481136, 3481137, 3481138]"
30006,[352661],[3436590]
30005,"[352662, 352663, 352775, 352661]","[3436591, 3436592, 3436593, 3436594, 3436595, 3436596, 3436597, 3436598, 3436599, 3436600, 3436601, 3436602, 3436603, 3436604, 3436605, 3436606, 3436607, 3436608, 3436609, 3436610, 3436611, 3436612, 3436613, 3436614, 3436615, 3436616, 3436617, 3436618, 3436619, 3436620, 3436621]"
30009,"[352775, 352661, 352662, 352663]","[3436622, 3436623, 3436624, 3436625, 3436626, 3436627, 3436628, 3436629, 3436630, 3436631, 3436632, 3436633, 3436634, 3436635, 3436636, 3436637, 3436638, 3436639, 3436640, 3436641, 3436642, 3436643, 3436644, 3436645, 3436646, 3436647, 3436648, 3436649, 3436650, 3436651, 3436652]"
30010,"[352663, 352662]","[3436653, 3436654]"
40008,"[352661, 352662, 352663, 352775]","[3436492, 3436493, 3436494, 3436495, 3436496, 3436497, 3436498, 3436499, 3436500, 3436501, 3436502, 3436503, 3436504, 3436505, 3436506, 3436507, 3436508, 3436509, 3436510, 3436511, 3436512, 3436513, 3436514, 3436515, 3436516, 3436517, 3436518, 3436519, 3436520, 3436521, 3436522, 3436523]"
40011,"[352661, 352662, 352663, 352775]","[3436524, 3436525, 3436526, 3436527, 3436528, 3436529, 3436530, 3436531, 3436532, 3436533, 3436534, 3436535, 3436536, 3436537, 3436538, 3436539, 3436540, 3436541, 3436542, 3436543, 3436544, 3436545, 3436546, 3436547, 3436548, 3436549, 3436550, 3436551, 3436552, 3436553, 3436554]"
500009,"[352734, 352743, 352750, 352751, 352739]","[3438301, 3438302, 3438303, 3438304, 3438305, 3438306, 3438307, 3438308, 3438309, 3438310, 3438311, 3438312, 3438313, 3438314, 3438315, 3438316, 3438317, 3438318, 3438319, 3438320, 3438321, 3438322, 3438324, 3438347, 3438348, 3438349, 3438350, 3438351, 3438352, 3438353]"
500006,"[352739, 352734, 352743, 352750, 352751]","[3438323, 3438325, 3438326, 3438327, 3438328, 3438329, 3438330, 3438331, 3438332, 3438333, 3438334, 3438335, 3438336, 3438337, 3438338, 3438339, 3438340, 3438341, 3438342, 3438343, 3438344, 3438345, 3438346, 3438354, 3438355, 3438356, 3438357, 3438358]"
